Nº Voo,Equip.,Cód Origem,Cód Destino,Tempo esperado de voo
950,B772,SBGR,KJFK,585
906,B77W,SBGR,KMIA,505
930,B772,SBGR,KMIA,450
995,B772,KMIA,SBGR,500
962,B789,SBGR,KDFW,630
963,B789,KDFW,SBGR,730
973,B772,KJFK,SBGL,640
974,B772,SBGL,KJFK,430
904,B788,SBGL,KMIA,470
905,B788,KMIA,SBGL,570
937,B788,KDFW,SBGL,720
936,B788,SBGL,KDFW,470
948,B788,KMIA,SBGL,455
991,B788,KMIA,SBGL,505
925,B772,KMIA,SBGR,500
958,B772,SBGR,KMIA,590
904,B772,SBGL,KMIA,515
905,B772,KMIA,SBGL,570
906,B788,SBGR,KMIA,510
929,B77W,KMIA,SBGR,510
930,B77W,SBGR,KMIA,510
950,B789,SBGR,KJFK,650
951,B789,KJFK,SBGR,580
962,B789,SBGR,KDFW,625
963,B789,KDFW,SBGR,670
995,B788,KMIA,SBGR,490
964,B772,SBGL,KMIA,525
964,B772,SBGL,KMIA,525
964,B772,SBGL,KMIA,525
964,B772,SBGL,KMIA,585
929,B77W,KMIA,SBGR,570
951,B789,KJFK,SBGR,565
951,B789,KJFK,SBGR,605
1406,C208,SBSV,SNCL,30
1407,C208,SNCL,SBSV,30
1406,C208,SBSV,SNCL,30
1406,C208,SBSV,SNCL,30
1407,C208,SNCL,SBSV,30
1407,C208,SNCL,SBSV,30
1404,C208,SBSV,SNCL,30
1405,C208,SNCL,SBSV,30
1404,C208,SBSV,SNCL,30
1405,C208,SNCL,SBSV,30
1404,C208,SBSV,SNCL,30
1405,C208,SNCL,SBSV,30
1405,C208,SNCL,SBSV,30
1404,C208,SBSV,SNCL,30
1404,C208,SBSV,SNCL,30
1405,C208,SNCL,SBSV,30
1404,C208,SBSV,SNCL,30
1405,C208,SNCL,SBSV,30
1404,C208,SBSV,SNCL,30
1405,C208,SNCL,SBSV,30
1405,C208,SBSV,SNCL,30
1404,C208,SNCL,SBSV,30
1402,C208,SNCL,SBSV,30
1403,C208,SBSV,SNCL,30
1402,C208,SBSV,SNCL,30
1403,C208,SNCL,SBSV,90
1402,C208,SBSV,SNCL,30
1403,C208,SNCL,SBSV,90
1404,C208,SBSV,SNCL,30
1405,C208,SNCL,SBSV,30
1404,C208,SBSV,SNCL,30
1405,C208,SNCL,SBSV,30
1406,C208,SBSV,SNCL,30
1406,C208,SBSV,SNCL,30
1406,C208,SBSV,SNCL,30
1407,C208,SNCL,SBSV,30
1407,C208,SNCL,SBSV,30
1407,C208,SNCL,SBSV,30
1416,C208,SBSV,SIRI,40
1416,C208,SIRI,SDLO,15
1417,C208,SIRI,SDLO,15
1416,C208,SBSV,SDLO,35
1417,C208,SDLO,SIRI,15
1404,C208,SBSV,SNCL,30
1405,C208,SNCL,SBSV,30
1404,C208,SBSV,SNCL,30
1405,C208,SNCL,SBSV,30
1401,C208,SNCL,SBSV,30
1400,C208,SBSV,SNCL,30
1402,C208,SBSV,SNCL,30
1403,C208,SNCL,SBSV,30
90,B789,CYYZ,SBGR,600
90,B789,SBGR,SAEZ,175
90,B789,CYYZ,SBGR,600
90,B789,SBGR,SAEZ,175
90,B789,CYYZ,SBGR,600
90,B789,CYYZ,SBGR,600
90,B789,SBGR,SAEZ,175
90,B789,CYYZ,SBGR,600
90,B789,SBGR,SAEZ,175
90,B789,CYYZ,SBGR,600
91,B789,SAEZ,SBGR,165
91,B789,SBGR,CYYZ,625
91,B789,SBGR,CYYZ,625
91,B789,SAEZ,SBGR,165
91,B789,SBGR,CYYZ,625
91,B789,SAEZ,SBGR,165
91,B789,SBGR,CYYZ,625
96,B789,CYUL,SBGR,605
96,B789,CYUL,SBGR,605
96,B789,CYUL,SBGR,605
96,B789,CYUL,SBGR,605
96,B789,CYUL,SBGR,605
97,B789,SBGR,CYUL,625
97,B789,SBGR,CYUL,625
97,B789,SBGR,CYUL,625
5100,C208,SBKP,SBMI,125
5100,C208,SBKP,SBMI,115
5101,C208,SBMI,SBKP,120
5101,C208,SBMI,SBKP,115
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5110,C208,SBFZ,SN6L,60
5111,C208,SN6L,SBFZ,60
5112,C208,SBFZ,SWBE,75
5113,C208,SWBE,SBFZ,75
5114,C208,SBSP,SBJR,90
5115,C208,SBJR,SBSP,105
5116,C208,SBFZ,SNIG,80
5117,C208,SNIG,SBFZ,80
5118,C208,SBFZ,SNWS,80
5119,C208,SNWS,SBFZ,80
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5121,C208,SBSP,SBJR,90
5122,C208,SBJR,SBSP,100
5123,C208,SBCY,SSOU,175
5123,C208,SBCY,SSOU,175
5124,C208,SSOU,SBCY,170
5124,C208,SSOU,SBCY,170
5131,C208,SBCF,SNSS,115
5132,C208,SNSS,SBCF,100
5140,C208,SBFZ,SBJE,70
5140,C208,SBJE,SBPB,45
5140,C208,SBPB,SSRS,40
5140,C208,SSRS,SBSL,55
5141,C208,SBSL,SSRS,60
5141,C208,SSRS,SBPB,40
5141,C208,SBPB,SBJE,50
5141,C208,SBJE,SBFZ,70
5144,C208,SBKP,SBJR,95
5144,C208,SBKP,SBJR,95
5145,C208,SBJR,SBKP,105
5146,C208,SBKP,SBJR,95
5146,C208,SBKP,SBJR,100
5147,C208,SBJR,SBKP,105
5147,C208,SBJR,SBKP,105
5148,C208,SBCF,SBJR,110
5149,C208,SBJR,SBCF,115
5162,C208,SBCF,SNJM,60
5163,C208,SNJM,SBCF,65
5164,C208,SBCF,SBJR,110
5165,C208,SBJR,SBCF,115
5166,C208,SBCF,SBJR,110
5166,C208,SBCF,SBJR,110
5167,C208,SBJR,SBCF,115
5167,C208,SBJR,SBCF,115
5168,C208,SBCF,SBJR,110
5169,C208,SBJR,SBCF,115
5170,C208,SBCF,SBJR,110
5170,C208,SBCF,SBJR,110
5171,C208,SBJR,SBCF,115
Z5171,C208,SBJR,SBCF,115
5182,C208,SBCF,SNLN,110
5183,C208,SNLN,SBCF,110
5184,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5198,C208,SBKP,SBAQ,65
5199,C208,SBAQ,SBKP,65
5208,C208,SBSP,SBJR,90
5216,C208,SBKP,SBAQ,65
5217,C208,SBAQ,SBKP,65
5220,C208,SBSP,SBJR,90
5226,C208,SBSP,SBJR,90
5227,C208,SBJR,SBSP,100
5232,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5252,C208,SBCF,SBVG,85
5253,C208,SBVG,SBCF,80
5254,C208,SBCF,SNTO,95
5255,C208,SNTO,SBCF,90
5258,C208,SBCF,SNZR,110
5259,C208,SNZR,SBCF,100
5300,C208,SBEG,SBTF,125
5300,C208,SBTF,SWTP,90
5301,C208,SWTP,SBTF,90
5301,C208,SBTF,SBEG,140
5311,C208,SBEG,SWKO,95
5312,C208,SWKO,SBEG,95
5313,C208,SBEG,SBMY,90
5314,C208,SBMY,SBEG,90
5315,C208,SBEG,SWBR,55
5316,C208,SWBR,SBEG,60
5317,C208,SBEG,SWMW,75
5320,C208,SBBE,SBMD,105
5321,C208,SBMD,SBBE,120
5322,C208,SNSM,SBBE,55
5322,C208,SNSM,SBBE,55
5325,C208,SBBE,SNSM,55
5325,C208,SBBE,SNSM,55
5327,C208,SBTU,SBBE,85
5329,C208,SBBE,SBTU,80
5331,C208,SWMW,SBEG,75
5332,C208,SBSP,SBJR,90
5337,C208,SBBE,SNEB,70
5338,C208,SNEB,SBBE,65
5340,C208,SBCY,SBBW,110
5340,C208,SBCY,SBBW,110
5341,C208,SBBW,SBCY,110
5341,C208,SBBW,SBCY,110
5342,C208,SBEG,SWLB,160
5342,C208,SWLB,SWKO,100
5342,C208,SWKO,SBEG,100
5357,C208,SBSP,SBJR,90
5357,C208,SBSP,SBJR,90
5362,C208,SBRF,SNHS,100
5363,C208,SNHS,SBRF,110
5371,C208,SBRF,SNGN,55
5372,C208,SNGN,SBRF,55
5377,C208,SBJR,SBSP,100
5386,C208,SBRF,SJZA,105
5387,C208,SJZA,SBRF,115
5415,C208,SBCT,SSUM,120
5416,C208,SSUM,SBCT,110
5417,C208,SBCT,SSGY,140
5418,C208,SSGY,SBCT,125
5443,C208,SBCT,SSUV,65
5444,C208,SBCT,SSVL,60
5445,C208,SSVL,SBCT,55
5446,C208,SSUV,SBCT,55
5580,C208,SNMZ,SBBE,110
5580,C208,SNMZ,SBBE,110
5581,C208,SBBE,SNMZ,100
5581,C208,SBBE,SNVS,60
5581,C208,SBBE,SNMZ,100
5588,C208,SNVS,SBBE,65
5860,C208,SBBE,SNVS,60
5861,C208,SNVS,SBBE,65
5862,C208,SBBE,SNVS,60
5863,C208,SNVS,SBBE,65
5953,C208,SBEG,SWKO,90
5954,C208,SWKO,SBEG,90
5100,C208,SBKP,SBMI,115
5100,C208,SBKP,SBMI,115
5100,C208,SBKP,SBMI,115
5100,C208,SBKP,SBMI,115
5100,C208,SBKP,SBMI,115
5101,C208,SBMI,SBKP,115
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5110,C208,SBFZ,SN6L,60
5110,C208,SBFZ,SN6L,60
5111,C208,SN6L,SBFZ,60
5111,C208,SN6L,SBFZ,60
5112,C208,SBFZ,SWBE,75
5112,C208,SBFZ,SWBE,75
5113,C208,SWBE,SBFZ,75
5113,C208,SWBE,SBFZ,75
5114,C208,SBSP,SBJR,90
5114,C208,SBSP,SBJR,90
5114,C208,SBSP,SBJR,90
5114,C208,SBSP,SBJR,90
5114,C208,SBSP,SBJR,90
5114,C208,SBSP,SBJR,90
5114,C208,SBSP,SBJR,90
5115,C208,SBJR,SBSP,105
5115,C208,SBJR,SBSP,105
5115,C208,SBJR,SBSP,105
5115,C208,SBJR,SBSP,105
5115,C208,SBJR,SBSP,105
5115,C208,SBJR,SBSP,105
5115,C208,SBJR,SBSP,105
5116,C208,SBFZ,SNIG,80
5116,C208,SBFZ,SNIG,80
5117,C208,SNIG,SBFZ,80
5117,C208,SNIG,SBFZ,80
5118,C208,SBFZ,SNWS,80
5118,C208,SBFZ,SNWS,80
5119,C208,SNWS,SBFZ,80
5119,C208,SNWS,SBFZ,80
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5121,C208,SBSP,SBJR,90
5121,C208,SBSP,SBJR,90
5121,C208,SBSP,SBJR,90
5121,C208,SBSP,SBJR,90
5121,C208,SBSP,SBJR,90
5122,C208,SBJR,SBSP,100
5122,C208,SBJR,SBSP,100
5122,C208,SBJR,SBSP,100
5122,C208,SBJR,SBSP,100
5122,C208,SBJR,SBSP,100
5123,C208,SBCY,SSOU,175
5123,C208,SBCY,SSOU,175
5123,C208,SBCY,SSOU,175
5123,C208,SBCY,SSOU,175
5123,C208,SBCY,SSOU,175
5124,C208,SSOU,SBCY,170
5124,C208,SSOU,SBCY,170
5124,C208,SSOU,SBCY,170
5124,C208,SSOU,SBCY,170
5124,C208,SSOU,SBCY,170
5125,C208,SBKP,SNDV,115
5125,C208,SBKP,SNDV,115
5125,C208,SBKP,SNDV,115
5125,C208,SBKP,SNDV,115
5125,C208,SBKP,SNDV,115
5126,C208,SNDV,SBCF,50
5126,C208,SNDV,SBCF,50
5126,C208,SNDV,SBCF,50
5126,C208,SNDV,SBCF,50
5126,C208,SNDV,SBCF,50
5128,C208,SBCF,SNDV,50
5128,C208,SBCF,SNDV,50
5128,C208,SBCF,SNDV,50
5128,C208,SBCF,SNDV,50
5128,C208,SBCF,SNDV,50
5129,C208,SNDV,SBKP,115
5129,C208,SNDV,SBKP,115
5129,C208,SNDV,SBKP,115
5129,C208,SNDV,SBKP,115
5129,C208,SNDV,SBKP,115
5131,C208,SBCF,SNSS,115
5131,C208,SBCF,SNSS,115
5131,C208,SBCF,SNSS,115
5131,C208,SBCF,SNSS,115
5132,C208,SNSS,SBCF,100
5132,C208,SNSS,SBCF,105
5132,C208,SNSS,SBCF,105
5132,C208,SNSS,SBCF,105
5140,C208,SBFZ,SBJE,70
5140,C208,SBJE,SBPB,45
5140,C208,SBPB,SSRS,40
5140,C208,SSRS,SBSL,55
5140,C208,SBFZ,SBJE,70
5140,C208,SBJE,SBPB,50
5140,C208,SBPB,SSRS,40
5140,C208,SSRS,SBSL,55
5141,C208,SBSL,SSRS,60
5141,C208,SSRS,SBPB,40
5141,C208,SBPB,SBJE,50
5141,C208,SBJE,SBFZ,70
5143,C208,SBJR,SBKP,105
5144,C208,SBKP,SBJR,95
5144,C208,SBKP,SBJR,95
Z5144,C208,SBKP,SBJR,100
5144,C208,SBKP,SBJR,100
5145,C208,SBJR,SBKP,105
5145,C208,SBJR,SBKP,105
5145,C208,SBJR,SBKP,105
5146,C208,SBKP,SBJR,100
5146,C208,SBKP,SBJR,100
5146,C208,SBKP,SBJR,100
5146,C208,SBKP,SBJR,100
5147,C208,SBJR,SBKP,105
5147,C208,SBJR,SBKP,105
5147,C208,SBJR,SBKP,105
5147,C208,SBJR,SBKP,105
5148,C208,SBCF,SBJR,110
5148,C208,SBCF,SBJR,115
5148,C208,SBCF,SBJR,115
5148,C208,SBCF,SBJR,115
5148,C208,SBCF,SBJR,115
5148,C208,SBCF,SBJR,115
5149,C208,SBJR,SBCF,115
5149,C208,SBJR,SBCF,110
Z5149,C208,SBJR,SBCF,110
5149,C208,SBJR,SBCF,110
5149,C208,SBJR,SBCF,110
Z5149,C208,SBJR,SBCF,110
5149,C208,SBJR,SBCF,110
5149,C208,SBJR,SBCF,110
Z5149,C208,SBJR,SBCF,110
5149,C208,SBJR,SBCF,110
Z5149,C208,SBJR,SBCF,110
5162,C208,SBCF,SNJM,60
5162,C208,SBCF,SNJM,65
5162,C208,SBCF,SNJM,60
5163,C208,SNJM,SBCF,65
5163,C208,SNJM,SBCF,65
5164,C208,SBCF,SBJR,110
5164,C208,SBCF,SBJR,110
5164,C208,SBCF,SBJR,110
5164,C208,SBCF,SBJR,110
5164,C208,SBCF,SBJR,110
5164,C208,SBCF,SBJR,110
5165,C208,SBJR,SBCF,115
5165,C208,SBJR,SBCF,115
5165,C208,SBJR,SBCF,115
5165,C208,SBJR,SBCF,115
5165,C208,SBJR,SBCF,115
5165,C208,SBJR,SBCF,115
5166,C208,SBCF,SBJR,110
5166,C208,SBCF,SBJR,110
5166,C208,SBCF,SBJR,110
5166,C208,SBCF,SBJR,110
5166,C208,SBCF,SBJR,110
5167,C208,SBJR,SBCF,115
5167,C208,SBJR,SBCF,115
5167,C208,SBJR,SBCF,115
5167,C208,SBJR,SBCF,115
5167,C208,SBJR,SBCF,115
5168,C208,SBCF,SBJR,110
5168,C208,SBCF,SBJR,110
5168,C208,SBCF,SBJR,110
5168,C208,SBCF,SBJR,110
5169,C208,SBJR,SBCF,115
5169,C208,SBJR,SBCF,115
5169,C208,SBJR,SBCF,115
5169,C208,SBJR,SBCF,115
5170,C208,SBCF,SBJR,110
5170,C208,SBCF,SBJR,110
5170,C208,SBCF,SBJR,110
5170,C208,SBCF,SBJR,110
5170,C208,SBCF,SBJR,110
5170,C208,SBCF,SBJR,110
5171,C208,SBJR,SBCF,115
5171,C208,SBJR,SBCF,115
Z5171,C208,SBJR,SBCF,115
5171,C208,SBJR,SBCF,115
5171,C208,SBJR,SBCF,115
5171,C208,SBJR,SBCF,115
5171,C208,SBJR,SBCF,115
5172,C208,SBCF,SBJR,110
5173,C208,SBJR,SBCF,115
5174,C208,SBCY,SBJI,205
5174,C208,SBJI,SBPV,85
5175,C208,SBPV,SBJI,95
5175,C208,SBJI,SBCY,205
5182,C208,SBCF,SNLN,110
5182,C208,SBCF,SNLN,110
5182,C208,SBCF,SNLN,110
5182,C208,SBCF,SNLN,110
5182,C208,SBCF,SNLN,110
5183,C208,SNLN,SBCF,110
5183,C208,SNLN,SBCF,110
5183,C208,SNLN,SBCF,110
5183,C208,SNLN,SBCF,110
5183,C208,SNLN,SBCF,110
5184,C208,SBJR,SBSP,105
5184,C208,SBJR,SBSP,105
5184,C208,SBJR,SBSP,105
5184,C208,SBJR,SBSP,105
5184,C208,SBJR,SBSP,105
5184,C208,SBJR,SBSP,105
5184,C208,SBJR,SBSP,105
5184,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5198,C208,SBKP,SBAQ,65
5198,C208,SBKP,SBAQ,65
5198,C208,SBKP,SBAQ,65
5199,C208,SBAQ,SBKP,65
5199,C208,SBAQ,SBKP,65
5199,C208,SBAQ,SBKP,65
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5216,C208,SBKP,SBAQ,65
5216,C208,SBKP,SBAQ,65
5216,C208,SBKP,SBAQ,65
5217,C208,SBAQ,SBKP,65
5217,C208,SBAQ,SBKP,65
5217,C208,SBAQ,SBKP,65
5220,C208,SBSP,SBJR,90
5220,C208,SBSP,SBJR,90
5220,C208,SBSP,SBJR,90
5220,C208,SBSP,SBJR,90
5226,C208,SBSP,SBJR,90
5226,C208,SBSP,SBJR,90
5226,C208,SBSP,SBJR,90
5226,C208,SBSP,SBJR,90
5227,C208,SBJR,SBSP,100
5227,C208,SBJR,SBSP,100
5227,C208,SBJR,SBSP,100
5227,C208,SBJR,SBSP,100
5232,C208,SBSP,SBJR,90
5232,C208,SBSP,SBJR,90
5232,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5252,C208,SBCF,SBVG,85
5252,C208,SBCF,SBVG,85
5253,C208,SBVG,SBCF,80
5253,C208,SBVG,SBCF,80
5254,C208,SBCF,SNTO,95
5254,C208,SBCF,SNTO,95
5254,C208,SBCF,SNTO,95
5254,C208,SBCF,SNTO,95
5255,C208,SNTO,SBCF,90
5255,C208,SNTO,SBCF,90
5255,C208,SNTO,SBCF,90
5255,C208,SNTO,SBCF,90
5258,C208,SBCF,SNZR,110
5258,C208,SBCF,SNZR,110
5259,C208,SNZR,SBCF,100
5259,C208,SNZR,SBCF,105
5300,C208,SBEG,SBTF,125
5300,C208,SBTF,SWTP,90
5301,C208,SWTP,SBTF,90
5301,C208,SBTF,SBEG,140
5311,C208,SBEG,SWKO,95
5311,C208,SBEG,SWKO,95
5311,C208,SBEG,SWKO,95
5311,C208,SBEG,SWKO,95
5312,C208,SWKO,SBEG,95
5312,C208,SWKO,SBEG,95
5312,C208,SWKO,SBEG,95
5312,C208,SWKO,SBEG,95
5313,C208,SBEG,SBMY,90
5313,C208,SBEG,SBMY,90
5313,C208,SBEG,SBMY,90
5313,C208,SBEG,SBMY,90
5314,C208,SBMY,SBEG,90
5314,C208,SBMY,SBEG,90
5314,C208,SBMY,SBEG,90
5314,C208,SBMY,SBEG,90
5315,C208,SBEG,SWBR,55
5315,C208,SBEG,SWBR,55
5316,C208,SWBR,SBEG,60
5316,C208,SWBR,SBEG,60
5316,C208,SWBR,SBEG,55
5317,C208,SBEG,SWMW,75
5317,C208,SBEG,SWMW,75
5317,C208,SBEG,SWMW,75
5317,C208,SBEG,SWMW,75
5320,C208,SBBE,SBMD,105
5320,C208,SBBE,SBMD,105
5321,C208,SBMD,SBBE,120
5321,C208,SBMD,SBBE,120
5322,C208,SNSM,SBBE,55
5322,C208,SNSM,SBBE,55
5325,C208,SBBE,SNSM,55
5325,C208,SBBE,SNSM,55
5327,C208,SBTU,SBBE,85
5329,C208,SBBE,SBTU,80
5331,C208,SWMW,SBEG,75
5331,C208,SWMW,SBEG,75
5331,C208,SWMW,SBEG,75
5331,C208,SWMW,SBEG,75
5332,C208,SBSP,SBJR,90
5332,C208,SBSP,SBJR,90
5332,C208,SBSP,SBJR,90
5332,C208,SBSP,SBJR,90
5337,C208,SBBE,SNEB,70
5337,C208,SBBE,SNEB,70
5338,C208,SNEB,SBBE,65
5338,C208,SNEB,SBBE,65
5340,C208,SBCY,SBBW,110
5340,C208,SBCY,SBBW,110
5340,C208,SBCY,SBBW,110
5340,C208,SBCY,SBBW,110
5341,C208,SBBW,SBCY,110
5341,C208,SBBW,SBCY,110
5341,C208,SBBW,SBCY,110
5341,C208,SBBW,SBCY,110
5342,C208,SBEG,SWLB,160
5342,C208,SWLB,SWKO,100
5342,C208,SWKO,SBEG,100
5342,C208,SBEG,SWLB,160
5342,C208,SWLB,SWKO,100
5342,C208,SWKO,SBEG,100
5350,C208,SBRF,SNAB,155
5350,C208,SBRF,SNAB,145
5350,C208,SBRF,SNAB,145
5350,C208,SBRF,SNAB,145
5351,C208,SNAB,SBRF,165
5351,C208,SNAB,SBRF,155
5351,C208,SNAB,SBRF,155
5351,C208,SNAB,SBRF,155
5357,C208,SBSP,SBJR,90
5357,C208,SBSP,SBJR,90
5357,C208,SBSP,SBJR,90
5357,C208,SBSP,SBJR,90
5357,C208,SBSP,SBJR,90
5357,C208,SBSP,SBJR,90
5362,C208,SBRF,SNHS,100
5362,C208,SBRF,SNHS,90
5362,C208,SBRF,SNHS,90
5362,C208,SBRF,SNHS,90
5363,C208,SNHS,SBRF,110
5363,C208,SNHS,SBRF,100
5363,C208,SNHS,SBRF,100
5363,C208,SNHS,SBRF,100
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5371,C208,SBRF,SNGN,55
5371,C208,SBRF,SNGN,55
5371,C208,SBRF,SNGN,55
5371,C208,SBRF,SNGN,55
5372,C208,SNGN,SBRF,55
5372,C208,SNGN,SBRF,55
5372,C208,SNGN,SBRF,55
5372,C208,SNGN,SBRF,55
5377,C208,SBJR,SBSP,100
5377,C208,SBJR,SBSP,100
5377,C208,SBJR,SBSP,100
5377,C208,SBJR,SBSP,100
5386,C208,SBRF,SJZA,105
5386,C208,SBRF,SJZA,105
5386,C208,SBRF,SJZA,105
5386,C208,SBRF,SJZA,105
5387,C208,SJZA,SBRF,115
5387,C208,SJZA,SBRF,115
5387,C208,SJZA,SBRF,115
5387,C208,SJZA,SBRF,115
5415,C208,SBCT,SSUM,120
5415,C208,SBCT,SSUM,120
5415,C208,SBCT,SSUM,120
5415,C208,SBCT,SSUM,120
5416,C208,SSUM,SBCT,110
5416,C208,SSUM,SBCT,110
5416,C208,SSUM,SBCT,110
5416,C208,SSUM,SBCT,110
5417,C208,SBCT,SSGY,140
5417,C208,SBCT,SSGY,140
5417,C208,SBCT,SSGY,140
5417,C208,SBCT,SSGY,140
5418,C208,SSGY,SBCT,125
5418,C208,SSGY,SBCT,125
5418,C208,SSGY,SBCT,125
5418,C208,SSGY,SBCT,125
5443,C208,SBCT,SSUV,65
5443,C208,SBCT,SSUV,65
5443,C208,SBCT,SSUV,65
5443,C208,SBCT,SSUV,65
5444,C208,SBCT,SSVL,60
5444,C208,SBCT,SSVL,60
5444,C208,SBCT,SSVL,60
5444,C208,SBCT,SSVL,60
5445,C208,SSVL,SBCT,55
5445,C208,SSVL,SBCT,55
5445,C208,SSVL,SBCT,55
5445,C208,SSVL,SBCT,55
5446,C208,SSUV,SBCT,55
5446,C208,SSUV,SBCT,55
5446,C208,SSUV,SBCT,55
5446,C208,SSUV,SBCT,55
5580,C208,SNMZ,SBBE,110
5580,C208,SNMZ,SBBE,110
5580,C208,SNMZ,SBBE,115
5580,C208,SNMZ,SBBE,115
5581,C208,SBBE,SNVS,60
5581,C208,SBBE,SNMZ,100
5581,C208,SBBE,SNVS,60
5581,C208,SBBE,SNMZ,100
5581,C208,SBBE,SNVS,60
5581,C208,SBBE,SNVS,60
5588,C208,SNVS,SBBE,65
5588,C208,SNVS,SBBE,65
5588,C208,SNVS,SBBE,65
5588,C208,SNVS,SBBE,65
5860,C208,SBBE,SNVS,60
5861,C208,SNVS,SBBE,65
5862,C208,SBBE,SNVS,60
5863,C208,SNVS,SBBE,65
5953,C208,SBEG,SWKO,90
5954,C208,SWKO,SBEG,90
5100,C208,SBKP,SBMI,115
5101,C208,SBMI,SBKP,115
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5110,C208,SBFZ,SN6L,60
5111,C208,SN6L,SBFZ,60
5112,C208,SBFZ,SWBE,75
5113,C208,SWBE,SBFZ,75
5114,C208,SBSP,SBJR,90
5115,C208,SBJR,SBSP,105
5116,C208,SBFZ,SNIG,80
5117,C208,SNIG,SBFZ,80
5118,C208,SBFZ,SNWS,80
5119,C208,SNWS,SBFZ,80
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5121,C208,SBSP,SBJR,90
5122,C208,SBJR,SBSP,100
5123,C208,SBCY,SSOU,175
5123,C208,SBCY,SSOU,175
5124,C208,SSOU,SBCY,170
5124,C208,SSOU,SBCY,170
5125,C208,SBKP,SNDV,115
5126,C208,SNDV,SBCF,50
5128,C208,SBCF,SNDV,50
5129,C208,SNDV,SBKP,115
5131,C208,SBCF,SNSS,115
5132,C208,SNSS,SBCF,105
5140,C208,SBFZ,SBJE,70
5140,C208,SBJE,SBPB,50
5140,C208,SBPB,SSRS,40
5140,C208,SSRS,SBSL,55
5141,C208,SBSL,SSRS,60
5141,C208,SSRS,SBPB,40
